transaction_id,date,region,product_category,customer_segment,units_sold,revenue,cost,discount_applied
TXN00098,5/17/2024,Latin America,Office Supplies,SMB,2,103.06,68.95,0
TXN00491,5/18/2024,North America,Technology,Government,3,7474.69,4158.33,0
TXN00336,5/19/2024,Middle East,Office Supplies,Government,10,490.3,230.57,10
TXN00161,5/20/2024,Asia Pacific,Clothing,Enterprise,5,390.3,216.8,5
TXN00086,5/22/2024,Latin America,Clothing,SMB,5,410.56,189.98,5
TXN00429,5/23/2024,North America,Technology,SMB,3,8108.81,3731.42,0
TXN00431,5/25/2024,Latin America,Electronics,Enterprise,15,22331.71,14935.72,10
TXN00025,5/25/2024,North America,Electronics,Government,5,7731.9,5083.78,0
TXN00372,5/25/2024,North America,Technology,Enterprise,3,11640.67,7775.12,0
TXN00199,5/26/2024,Latin America,Furniture,Consumer,25,23254.59,11233.09,5
TXN00331,5/28/2024,North America,Clothing,SMB,2,356.71,209.69,5
TXN00444,6/2/2024,Asia Pacific,Furniture,Government,100,183650.29,87096.71,0
TXN00268,6/3/2024,Europe,Technology,Enterprise,2,7130.71,4188.57,0
TXN00201,6/3/2024,Latin America,Furniture,Government,3,4613.02,2416.8,0
TXN00011,6/4/2024,North America,Technology,Government,1,3502.44,2143.69,10
TXN00257,6/9/2024,Middle East,Clothing,SMB,50,3364.35,1480.79,0
TXN00433,6/11/2024,Middle East,Clothing,Government,10,487.3,274.52,10
TXN00402,6/11/2024,Asia Pacific,Clothing,Government,5,944.35,569.14,5
TXN00122,6/12/2024,Asia Pacific,Office Supplies,Government,25,2000.71,1146.99,0
TXN00382,6/16/2024,Asia Pacific,Clothing,Consumer,5,201.83,134.54,5
TXN00500,6/17/2024,Middle East,Clothing,Government,2,265.07,109.13,5
TXN00471,6/18/2024,North America,Clothing,Enterprise,3,578.56,368.42,0
TXN00194,6/20/2024,Middle East,Office Supplies,SMB,2,238.4,148.59,15
TXN00165,6/20/2024,Middle East,Office Supplies,Consumer,2,116.01,46.58,5
TXN00095,6/20/2024,North America,Clothing,Government,3,291.43,173.3,0
TXN00214,6/21/2024,North America,Technology,Consumer,25,54043.06,32585.48,0
TXN00179,6/22/2024,Asia Pacific,Electronics,SMB,2,1828.88,1249.28,0
TXN00399,6/24/2024,Asia Pacific,Electronics,Government,1,1003.72,631.03,0
TXN00472,6/27/2024,Middle East,Technology,SMB,3,5994.76,4090.44,15
TXN00090,6/29/2024,North America,Furniture,Enterprise,2,962.21,523.77,5
TXN00240,7/1/2024,Middle East,Clothing,Enterprise,10,751.75,421.54,0
TXN00343,7/4/2024,Middle East,Office Supplies,SMB,100,4197.95,2025.17,0
TXN00202,7/6/2024,Latin America,Clothing,Consumer,5,487.13,291.69,0
TXN00426,7/6/2024,Asia Pacific,Technology,SMB,1,583.58,398.14,5
TXN00262,7/7/2024,Middle East,Electronics,Enterprise,1,1584.45,1081.94,10
TXN00236,7/7/2024,Middle East,Technology,Government,5,13359.69,6951.8,0
TXN00075,7/11/2024,Asia Pacific,Clothing,SMB,25,3471.45,2027.41,0
TXN00326,7/11/2024,Latin America,Clothing,Government,1,107.23,68.7,0
TXN00447,7/12/2024,Latin America,Electronics,Enterprise,15,25954.49,11286.5,10
TXN00229,7/12/2024,Asia Pacific,Clothing,Consumer,5,446.98,258.38,10
TXN00263,7/13/2024,Middle East,Electronics,SMB,25,15869.28,10066.7,10
TXN00269,7/14/2024,Latin America,Technology,SMB,1,3469.84,1885.78,15
TXN00005,7/16/2024,Latin America,Technology,Government,3,11011.72,6652.09,0
TXN00148,7/24/2024,Europe,Electronics,Enterprise,10,3861.23,2225.92,20
TXN00162,7/26/2024,Asia Pacific,Furniture,Consumer,15,21564.57,9621.44,10
TXN00449,7/27/2024,Middle East,Furniture,Enterprise,1,1745.1,1210.55,5
TXN00483,7/27/2024,North America,Office Supplies,Enterprise,10,1313.14,874.14,0
TXN00160,7/28/2024,Middle East,Office Supplies,Enterprise,1,28.38,14.62,0
TXN00121,7/28/2024,Latin America,Electronics,SMB,25,19507.49,9833.45,10
TXN00357,7/29/2024,Middle East,Furniture,Government,2,5538.03,2969.49,5
TXN00494,7/29/2024,Europe,Technology,SMB,5,12044.74,5383.31,0
TXN00337,8/1/2024,Latin America,Furniture,Government,5,10679.54,5893.82,5
TXN00231,8/2/2024,Europe,Office Supplies,Government,3,574.7,246.35,5
TXN00279,8/6/2024,North America,Technology,Enterprise,20,31510.07,14437.48,15
TXN00216,8/7/2024,North America,Electronics,Enterprise,20,36513.03,20816.26,10
TXN00173,8/8/2024,North America,Furniture,Consumer,3,1446.21,905.49,10
TXN00370,8/9/2024,North America,Office Supplies,Consumer,25,1970.77,1217.37,15
TXN00319,8/10/2024,Latin America,Furniture,Government,10,23492.84,10106.41,0
TXN00424,8/10/2024,Europe,Office Supplies,Consumer,1,91.72,61.56,10
TXN00106,8/10/2024,Asia Pacific,Office Supplies,Enterprise,10,1787.25,1166.27,0
TXN00189,8/11/2024,Latin America,Furniture,SMB,2,4699.95,2163.19,5
TXN00258,8/13/2024,Middle East,Furniture,Consumer,1,1140.32,529.75,0
TXN00150,8/16/2024,Latin America,Office Supplies,SMB,5,794.78,472.93,0
TXN00453,8/18/2024,Asia Pacific,Furniture,SMB,5,8712.09,4460.4,5
TXN00108,8/23/2024,Middle East,Furniture,Enterprise,10,14791.57,9084.02,15
TXN00341,8/24/2024,Middle East,Clothing,Enterprise,2,223.8,92.5,0
TXN00056,8/24/2024,Europe,Office Supplies,Enterprise,3,637.42,321.58,15
TXN00464,8/25/2024,Asia Pacific,Furniture,Enterprise,25,46171.14,25925.08,0
TXN00046,8/26/2024,Europe,Furniture,Enterprise,2,898.84,475.03,5
TXN00089,8/26/2024,Europe,Clothing,SMB,1,48.1,25.89,0
TXN00118,8/26/2024,Europe,Electronics,SMB,1,402.63,262.57,15
TXN00205,8/27/2024,Europe,Technology,SMB,1,1816.17,1046.78,15
TXN00154,8/30/2024,Asia Pacific,Office Supplies,Consumer,1,20.01,8.54,0
TXN00130,8/31/2024,Latin America,Furniture,Consumer,2,2972.39,1952,10
TXN00078,9/1/2024,North America,Office Supplies,Consumer,2,41.42,27.31,10
TXN00456,9/1/2024,North America,Clothing,Government,5,512.41,348.89,5
TXN00139,9/1/2024,Latin America,Clothing,Enterprise,3,434.98,283.36,0
TXN00028,9/2/2024,Latin America,Furniture,Government,5,7908.97,3737.43,0
TXN00295,9/3/2024,North America,Technology,Government,1,3260.2,1946.62,20
TXN00314,9/4/2024,Latin America,Office Supplies,Government,1,210.77,104.52,20
TXN00119,9/4/2024,Middle East,Furniture,SMB,2,4078.46,2037.78,0
TXN00469,9/5/2024,Middle East,Clothing,Enterprise,15,3213.37,2005.25,10
TXN00255,9/6/2024,North America,Clothing,Consumer,2,93.44,55.76,10
TXN00476,9/7/2024,Middle East,Furniture,Enterprise,10,16539.4,7416.41,0
TXN00292,9/10/2024,North America,Clothing,SMB,5,374.04,255.17,0
TXN00344,9/11/2024,Asia Pacific,Technology,Government,25,77976.08,45411.05,0
TXN00151,9/11/2024,Latin America,Clothing,SMB,20,2190.8,1166.18,0
TXN00018,9/11/2024,Latin America,Technology,SMB,20,28217.56,12320.53,0
TXN00261,9/15/2024,Latin America,Furniture,Government,15,27007.06,17767.12,0
TXN00039,9/17/2024,Europe,Office Supplies,SMB,20,3617.9,2203.68,10
TXN00302,9/20/2024,Latin America,Furniture,Enterprise,20,35647.86,19856.47,0
TXN00405,9/22/2024,Middle East,Technology,SMB,5,10892.96,6896.1,0
TXN00207,9/23/2024,Latin America,Technology,Consumer,20,17115.43,7420.84,0
TXN00241,9/24/2024,Latin America,Electronics,Government,10,17277.19,11716.58,0
TXN00065,9/25/2024,Europe,Clothing,Enterprise,1,222.49,113.98,0
TXN00164,9/26/2024,Latin America,Clothing,Enterprise,1,197.29,81.01,0
TXN00365,9/28/2024,Asia Pacific,Clothing,Consumer,15,763.7,484.73,10
TXN00109,9/28/2024,North America,Electronics,Enterprise,3,3190.17,1785.08,0
TXN00068,9/29/2024,Europe,Technology,Government,15,52952.21,33003.18,5
TXN00027,10/1/2024,Europe,Electronics,Consumer,2,695.03,470.82,15
TXN00047,10/2/2024,Europe,Furniture,Enterprise,3,2671.23,1143.72,0
TXN00208,10/3/2024,North America,Clothing,Government,1,147,68.71,0
TXN00253,10/3/2024,Asia Pacific,Furniture,Enterprise,5,5250.8,2778.2,0
TXN00425,10/6/2024,Middle East,Technology,Consumer,3,4930.07,2274.75,5
TXN00317,10/6/2024,Asia Pacific,Clothing,Government,20,3566.72,2005.35,10
TXN00079,10/6/2024,Asia Pacific,Clothing,Consumer,15,2146.44,1405.69,0
TXN00100,10/7/2024,North America,Office Supplies,SMB,25,3473.55,1985.08,0
TXN00226,10/9/2024,Europe,Technology,SMB,10,12433.02,6515.71,0
TXN00397,10/11/2024,Middle East,Technology,Consumer,15,5095.08,2617.49,0
TXN00306,10/11/2024,Asia Pacific,Office Supplies,Consumer,3,223.67,147.99,5
TXN00029,10/13/2024,Middle East,Clothing,Government,5,471.65,238.07,10
TXN00330,10/15/2024,Asia Pacific,Clothing,Consumer,2,232.56,134.8,0
TXN00215,10/15/2024,Middle East,Clothing,Enterprise,1,160.85,112.57,0
TXN00052,10/20/2024,Europe,Electronics,Government,10,5765.41,2428.22,5
TXN00188,10/21/2024,North America,Furniture,Government,1,1055.53,586.15,0
TXN00147,10/22/2024,North America,Clothing,SMB,5,885.43,594.13,5
TXN00233,10/23/2024,Middle East,Office Supplies,Government,2,367.4,175.27,5
TXN00321,10/23/2024,North America,Clothing,Government,3,619.03,365.38,0
TXN00467,10/23/2024,Asia Pacific,Furniture,Enterprise,2,3725.79,1945.94,0
TXN00275,10/24/2024,Latin America,Office Supplies,Government,5,1379.61,939.81,0
TXN00266,10/25/2024,North America,Clothing,Government,10,968.19,473.41,0
TXN00073,10/29/2024,Middle East,Furniture,Government,5,6078.08,2849.52,0
TXN00412,10/29/2024,Latin America,Electronics,Government,5,5933.95,3097.54,20
TXN00356,10/30/2024,Europe,Technology,SMB,5,7317.79,3084.55,0
TXN00034,10/31/2024,Middle East,Office Supplies,SMB,25,2776.05,1401.97,5
TXN00299,11/2/2024,Asia Pacific,Technology,Government,5,19805.94,8232.88,0
TXN00132,11/3/2024,Middle East,Office Supplies,Government,2,338.18,178.03,15
TXN00401,11/4/2024,Middle East,Clothing,Enterprise,15,2019.26,1018.57,0
TXN00117,11/13/2024,Latin America,Technology,Government,25,85163,34653.4,5
TXN00070,11/15/2024,Middle East,Clothing,Consumer,20,1819.25,1269.64,0
TXN00400,11/17/2024,North America,Technology,SMB,20,44483.03,18812.56,0
TXN00340,11/19/2024,Middle East,Clothing,SMB,20,748.49,486.51,10
TXN00156,11/19/2024,Asia Pacific,Clothing,SMB,2,315.85,194.14,5
TXN00058,11/19/2024,Asia Pacific,Technology,SMB,2,4481.93,2958.68,5
TXN00256,11/20/2024,Middle East,Technology,Consumer,3,2476.44,1263.8,0
TXN00103,11/20/2024,Europe,Clothing,Consumer,5,251.08,152,0
TXN00054,11/21/2024,Asia Pacific,Clothing,Government,3,609.63,409.43,0
TXN00187,11/21/2024,North America,Electronics,Government,100,53934.19,29645.81,5
TXN00320,11/22/2024,Europe,Electronics,Consumer,3,3520.42,2095.86,5
TXN00407,11/23/2024,Latin America,Technology,Consumer,2,2464.04,1663.83,0
TXN00169,11/23/2024,Europe,Technology,Consumer,10,8108.98,5388.35,20
TXN00465,11/24/2024,Middle East,Electronics,SMB,15,14231.68,8383.52,0
TXN00155,11/27/2024,Latin America,Electronics,SMB,1,764.74,425.77,10
TXN00017,11/29/2024,Asia Pacific,Technology,SMB,5,6589.27,2844.25,0
TXN00408,11/30/2024,North America,Electronics,SMB,1,469.79,189.02,5
TXN00260,11/30/2024,Asia Pacific,Clothing,Government,2,122.23,53.56,15
TXN00140,12/2/2024,Europe,Furniture,Government,50,34376.03,14682.04,10
TXN00427,12/7/2024,Asia Pacific,Clothing,Government,10,1699.46,1013.55,0
TXN00310,12/9/2024,Asia Pacific,Office Supplies,Government,2,78.03,39.56,10
TXN00133,12/9/2024,Latin America,Office Supplies,SMB,15,1421.66,583.26,10
TXN00020,12/10/2024,Asia Pacific,Electronics,SMB,2,853.98,428.09,15
TXN00478,12/13/2024,Europe,Technology,Consumer,2,911.75,471.66,0
TXN00135,12/14/2024,Asia Pacific,Electronics,SMB,1,659.14,370.76,5
TXN00171,12/18/2024,Middle East,Clothing,Government,1,85.23,49.87,20
TXN00092,12/19/2024,Europe,Technology,Consumer,5,11226.97,4700.76,0
TXN00477,12/21/2024,Asia Pacific,Furniture,Consumer,2,1610.8,695.23,0
TXN00264,12/26/2024,North America,Electronics,Government,3,5658.23,2442.7,20
TXN00441,12/28/2024,Asia Pacific,Clothing,Consumer,10,917.86,516.04,0
TXN00390,12/29/2024,Europe,Clothing,Enterprise,20,1435.53,694.12,0
TXN00371,12/31/2024,Europe,Technology,Consumer,5,9483.99,6088.5,0
